property_type,price,size,location,rooms,floor,title,seller_type,size_num,price_per_m2
3-комнатная квартира,36000000,95 м²,"Нура р-н, Туран 89",3,6/11,3-комнатная квартира · 95 м² · 6/11 этаж,Realtor,95.0,378947.36842105264
1-комнатная квартира,21500000,40 м²,"Жетысуский р-н, Кокжиек 1-62",1,1/9,1-комнатная квартира · 40 м² · 1/9 этаж,Realtor,40.0,537500.0
2-комнатная квартира,18800000,52 м²,"Алматы р-н, Петрова 26 — Возле ТЦ Евразия",2,6/6,2-комнатная квартира · 52 м² · 6/6 этаж,Realtor,52.0,361538.46153846156
1-комнатная квартира,23500000,30.4 м²,"Алмалинский р-н, ул. Шагабутдинова 3 — Макатаева",1,1/5,1-комнатная квартира · 30.4 м² · 1/5 этаж,Realtor,30.4,773026.3157894737
3-комнатная квартира,64500000,93 м²,"Нура р-н, Анет баба 6 — Хан шатыр",3,3/14,3-комнатная квартира · 93 м² · 3/14 этаж,Realtor,93.0,693548.3870967742
2-комнатная квартира,33000000,58.8 м²,"Есильский р-н, Кайыма Мухамедханова — Мухамедханова-Нарикбаева",2,5/14,2-комнатная квартира · 58.8 м² · 5/14 этаж,Realtor,58.8,561224.4897959183
2-комнатная квартира,40000000,62 м²,"Наурызбайский р-н, мкр Калкаман-2, Абишева",2,9/16,2-комнатная квартира · 62 м² · 9/16 этаж,Realtor,62.0,645161.2903225806
2-комнатная квартира,27000000,46.7 м²,"Сарыарка р-н, Е 882 5",2,21/24,2-комнатная квартира · 46.7 м² · 21/24 этаж,Realtor,46.7,578158.4582441113
2-комнатная квартира,32000000,54 м²,"Наурызбайский р-н, мкр Шугыла, Алтын Орда 6/21",2,4/5,2-комнатная квартира · 54 м² · 4/5 этаж,Realtor,54.0,592592.5925925926
2-комнатная квартира,47000000,63.5 м²,"Бостандыкский р-н, Си Синхая 17 — Жарокова",2,9/12,2-комнатная квартира · 63.5 м² · 9/12 этаж,Realtor,63.5,740157.4803149606
3-комнатная квартира,28400000,73.5 м²,"Наурызбайский р-н, Алтын Орда 7/1а",3,10/10,3-комнатная квартира · 73.5 м² · 10/10 этаж,Realtor,73.5,386394.55782312923
2-комнатная квартира,54000000,65.5 м²,Сығанақ 52/1 — Кабанбай батыра,2,7/16,2-комнатная квартира · 65.5 м² · 7/16 этаж,Realtor,65.5,824427.4809160306
3-комнатная квартира,39900000,86 м²,"Есильский р-н, Е-117",3,6/7,3-комнатная квартира · 86 м² · 6/7 этаж,Realtor,86.0,463953.488372093
2-комнатная квартира,28900000,43 м²,"Нура р-н, Е-36 11",2,3/16,2-комнатная квартира · 43 м² · 3/16 этаж,Other,43.0,672093.023255814
2-комнатная квартира,17000000,44.5 м²,"мкр Авангард-3, мкр Авангард-3 45",2,1/5,2-комнатная квартира · 44.5 м² · 1/5 этаж,Other,44.5,382022.47191011236
4-комнатная квартира,28000000,81 м²,"Аль-Фарабийский р-н, мкр Север  56",4,5/5,4-комнатная квартира · 81 м² · 5/5 этаж,Other,81.0,345679.012345679
2-комнатная квартира,41000000,59.5 м²,"Алмалинский р-н, Толе би 177 — Ауэзова",2,9/9,2-комнатная квартира · 59.5 м² · 9/9 этаж,Realtor,59.5,689075.6302521009
3-комнатная квартира,45500000,74 м²,"Ауэзовский р-н, мкр Аксай-1 4Б — Толеби Саина",3,4/12,3-комнатная квартира · 74 м² · 4/12 этаж,Realtor,74.0,614864.8648648649
2-комнатная квартира,21700000,47.5 м²,"Есильский р-н, мкр Пригородный, Улы Дала 46",2,6/9,2-комнатная квартира · 47.5 м² · 6/9 этаж,Realtor,47.5,456842.1052631579
2-комнатная квартира,29500000,44 м²,"Ауэзовский р-н, мкр №1 — Саина-Жубанова",2,1/4,2-комнатная квартира · 44 м² · 1/4 этаж,Realtor,44.0,670454.5454545454
3-комнатная квартира,45500000,74 м²,"Ауэзовский р-н, мкр Аксай-1 4Б — Толеби Саина",3,4/12,3-комнатная квартира · 74 м² · 4/12 этаж,Realtor,74.0,614864.8648648649
2-комнатная квартира,21700000,47.5 м²,"Есильский р-н, мкр Пригородный, Улы Дала 46",2,6/9,2-комнатная квартира · 47.5 м² · 6/9 этаж,Realtor,47.5,456842.1052631579
2-комнатная квартира,29500000,44 м²,"Ауэзовский р-н, мкр №1 — Саина-Жубанова",2,1/4,2-комнатная квартира · 44 м² · 1/4 этаж,Realtor,44.0,670454.5454545454
1-комнатная квартира,25500000,44 м²,"Турксибский р-н, мкр Кайрат, Кульджинский тракт — Бухтарминская",1,4/9,1-комнатная квартира · 44 м² · 4/9 этаж,Realtor,44.0,579545.4545454546
2-комнатная квартира,29000000,44.8 м²,"Ауэзовский р-н, мкр №6 10 А",2,4/4,2-комнатная квартира · 44.8 м² · 4/4 этаж,Realtor,44.8,647321.4285714286
1-комнатная квартира,22500000,38.5 м²,"Есильский р-н, Әлихан Бөкейхан 21/1 — Ұлы Дала - Мәңгілік Ел",1,3/5,1-комнатная квартира · 38.5 м² · 3/5 этаж,Other,38.5,584415.5844155845
2-комнатная квартира,17500000,74.5 м²,Өркен 64/1,2,1/5,2-комнатная квартира · 74.5 м² · 1/5 этаж,Other,74.5,234899.3288590604
2-комнатная квартира,23500000,55.5 м²,"Сарыарка р-н, Косшыгулулы 4 — Городская поликлиника 10",2,5/21,2-комнатная квартира · 55.5 м² · 5/21 этаж,Realtor,55.5,423423.42342342343
3-комнатная квартира,65000000,108 м²,"Ауэзовский р-н, мкр Аксай-5, Садвакасова 3б",3,9/13,3-комнатная квартира · 108 м² · 9/13 этаж,Realtor,108.0,601851.8518518518
2-комнатная квартира,31000000,57 м²,"Турксибский р-н, Сарыарка 1/1",2,3/9,2-комнатная квартира · 57 м² · 3/9 этаж,Realtor,57.0,543859.649122807
1-комнатная квартира,18999999,47.87 м²,"Есильский р-н, Кабанбай батыра 75а — ЛРТ, Заправка",1,5/6,1-комнатная квартира · 47.87 м² · 5/6 этаж,Realtor,47.87,396908.2724044287
1-комнатная квартира,33000000,52 м²,"Медеуский р-н, мкр Думан-2 27",1,5/5,1-комнатная квартира · 52 м² · 5/5 этаж,Realtor,52.0,634615.3846153846
2-комнатная квартира,23500000,55.5 м²,"Сарыарка р-н, Косшыгулулы 4 — Городская поликлиника 10",2,5/21,2-комнатная квартира · 55.5 м² · 5/21 этаж,Realtor,55.5,423423.42342342343
3-комнатная квартира,65000000,108 м²,"Ауэзовский р-н, мкр Аксай-5, Садвакасова 3б",3,9/13,3-комнатная квартира · 108 м² · 9/13 этаж,Realtor,108.0,601851.8518518518
2-комнатная квартира,31000000,57 м²,"Турксибский р-н, Сарыарка 1/1",2,3/9,2-комнатная квартира · 57 м² · 3/9 этаж,Realtor,57.0,543859.649122807
1-комнатная квартира,18999999,47.87 м²,"Есильский р-н, Кабанбай батыра 75а — ЛРТ, Заправка",1,5/6,1-комнатная квартира · 47.87 м² · 5/6 этаж,Realtor,47.87,396908.2724044287
1-комнатная квартира,33000000,52 м²,"Медеуский р-н, мкр Думан-2 27",1,5/5,1-комнатная квартира · 52 м² · 5/5 этаж,Realtor,52.0,634615.3846153846
2-комнатная квартира,58000000,70 м²,"Ауэзовский р-н, Навои 58/4 — Джандосова",2,2/9,2-комнатная квартира · 70 м² · 2/9 этаж,Realtor,70.0,828571.4285714285
3-комнатная квартира,55000000,110 м²,"Есильский р-н, Бухар Жырау 32",3,3/12,3-комнатная квартира · 110 м² · 3/12 этаж,Realtor,110.0,500000.0
2-комнатная квартира,48800000,72.9 м²,"Алмалинский р-н, Брусиловского 167/4",2,15/18,2-комнатная квартира · 72.9 м² · 15/18 этаж,Realtor,72.9,669410.1508916323
3-комнатная квартира,43000000,81.8 м²,"Нура р-н, Туран 89/3 — Туран",3,1/7,3-комнатная квартира · 81.8 м² · 1/7 этаж,Realtor,81.8,525672.3716381418
1-комнатная квартира,43000000,40 м²,"Алмалинский р-н, Шевченко 109 — Ади Шарипова Шевченко",1,4/9,1-комнатная квартира · 40 м² · 4/9 этаж,Realtor,40.0,1075000.0
3-комнатная квартира,50000000,91 м²,"мкр. Алтын орда, Алтын орда",3,6/7,3-комнатная квартира · 91 м² · 6/7 этаж,Other,91.0,549450.5494505494
2-комнатная квартира,46900000,68.5 м²,"Есильский р-н, Улица Жошы хан 17",2,9/12,2-комнатная квартира · 68.5 м² · 9/12 этаж,Other,68.5,684671.5328467153
3-комнатная квартира,56000000,85 м²,"Жетысуский р-н, Северное кольцо 29",3,3/8,3-комнатная квартира · 85 м² · 3/8 этаж,Other,85.0,658823.5294117647
4-комнатная квартира,23500000,90 м²,26-й мкр 18,4,4/5,4-комнатная квартира · 90 м² · 4/5 этаж,Other,90.0,261111.11111111112
2-комнатная квартира,34500000,50 м²,"Нура р-н, Туран",2,4/15,2-комнатная квартира · 50 м² · 4/15 этаж,Other,50.0,690000.0
